ファイル名,学習項目ID,単元,学習項目,問題番号,レベル判定,IRT困難度_300尺度,IRT困難度_theta換算,識別力_300尺度,識別力_theta換算,推定誤差_300尺度,推定誤差_theta換算,主な能力,前提知識,判定理由,基礎レベルと標準レベルの作問方針の違い
m-jh1-C-01-12b.txt,1-C-01-12,平面図形－作図の基本（角の二等分線の作図）,作図の基本（角の二等分線の作図）,問題1,基礎レベル,71.3,1.426,0.0140,0.700,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-12b.txt,1-C-01-12,平面図形－作図の基本（角の二等分線の作図）,作図の基本（角の二等分線の作図）,問題2,基礎レベル,74.3,1.486,0.0144,0.720,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-12b.txt,1-C-01-12,平面図形－作図の基本（角の二等分線の作図）,作図の基本（角の二等分線の作図）,問題3,基礎レベル,77.3,1.546,0.0148,0.740,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-13b.txt,1-C-01-13,平面図形－作図の基本（いろいろな作図）,作図の基本（いろいろな作図）,問題1,基礎レベル,71.8,1.436,0.0140,0.700,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-13b.txt,1-C-01-13,平面図形－作図の基本（いろいろな作図）,作図の基本（いろいろな作図）,問題2,基礎レベル,74.8,1.496,0.0144,0.720,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-13b.txt,1-C-01-13,平面図形－作図の基本（いろいろな作図）,作図の基本（いろいろな作図）,問題3,基礎レベル,77.8,1.556,0.0148,0.740,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-13b.txt,1-C-01-13,平面図形－作図の基本（いろいろな作図）,作図の基本（いろいろな作図）,問題4,基礎レベル,80.8,1.616,0.0152,0.760,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-13b.txt,1-C-01-13,平面図形－作図の基本（いろいろな作図）,作図の基本（いろいろな作図）,問題5,基礎レベル,83.8,1.676,0.0152,0.760,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-14b.txt,1-C-01-14,平面図形－円（弧・弦・接線・接点）,円（弧・弦・接線・接点）,問題1,基礎レベル,72.4,1.448,0.0140,0.700,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-14b.txt,1-C-01-14,平面図形－円（弧・弦・接線・接点）,円（弧・弦・接線・接点）,問題2,基礎レベル,75.4,1.508,0.0144,0.720,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-14b.txt,1-C-01-14,平面図形－円（弧・弦・接線・接点）,円（弧・弦・接線・接点）,問題3,基礎レベル,78.4,1.568,0.0148,0.740,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-15b.txt,1-C-01-15,平面図形－円とおうぎ形の円周や弧の長さと面積,円とおうぎ形の円周や弧の長さと面積,問題1,基礎レベル,73.0,1.460,0.0140,0.700,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-15b.txt,1-C-01-15,平面図形－円とおうぎ形の円周や弧の長さと面積,円とおうぎ形の円周や弧の長さと面積,問題2,基礎レベル,76.0,1.520,0.0144,0.720,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-15b.txt,1-C-01-15,平面図形－円とおうぎ形の円周や弧の長さと面積,円とおうぎ形の円周や弧の長さと面積,問題3,基礎レベル,79.0,1.580,0.0148,0.740,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-15b.txt,1-C-01-15,平面図形－円とおうぎ形の円周や弧の長さと面積,円とおうぎ形の円周や弧の長さと面積,問題4,基礎レベル,82.0,1.640,0.0152,0.760,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-15b.txt,1-C-01-15,平面図形－円とおうぎ形の円周や弧の長さと面積,円とおうぎ形の円周や弧の長さと面積,問題5,基礎レベル,85.0,1.700,0.0152,0.760,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-16b.txt,1-C-01-16,平面図形－おうぎ形の中心角,おうぎ形の中心角,問題1,基礎レベル,73.5,1.470,0.0140,0.700,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-16b.txt,1-C-01-16,平面図形－おうぎ形の中心角,おうぎ形の中心角,問題2,基礎レベル,76.5,1.530,0.0144,0.720,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-01-16b.txt,1-C-01-16,平面図形－おうぎ形の中心角,おうぎ形の中心角,問題3,基礎レベル,79.5,1.590,0.0148,0.740,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-01b.txt,1-C-02-01,空間図形－いろいろな立体図形,いろいろな立体図形,問題1,基礎レベル,74.1,1.482,0.0140,0.700,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-01b.txt,1-C-02-01,空間図形－いろいろな立体図形,いろいろな立体図形,問題2,基礎レベル,77.1,1.542,0.0144,0.720,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-01b.txt,1-C-02-01,空間図形－いろいろな立体図形,いろいろな立体図形,問題3,基礎レベル,80.1,1.602,0.0148,0.740,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-01b.txt,1-C-02-01,空間図形－いろいろな立体図形,いろいろな立体図形,問題4,基礎レベル,83.1,1.662,0.0152,0.760,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-02b.txt,1-C-02-02,空間図形－2直線の位置関係,2直線の位置関係,問題1,基礎レベル,74.7,1.494,0.0140,0.700,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-02b.txt,1-C-02-02,空間図形－2直線の位置関係,2直線の位置関係,問題2,基礎レベル,77.7,1.554,0.0144,0.720,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-02b.txt,1-C-02-02,空間図形－2直線の位置関係,2直線の位置関係,問題3,基礎レベル,80.7,1.614,0.0148,0.740,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-03b.txt,1-C-02-03,空間図形－直線と平面の位置関係と垂直,直線と平面の位置関係と垂直,問題1,基礎レベル,75.2,1.504,0.0140,0.700,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-03b.txt,1-C-02-03,空間図形－直線と平面の位置関係と垂直,直線と平面の位置関係と垂直,問題2,基礎レベル,78.2,1.564,0.0144,0.720,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-03b.txt,1-C-02-03,空間図形－直線と平面の位置関係と垂直,直線と平面の位置関係と垂直,問題3,基礎レベル,81.2,1.624,0.0148,0.740,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-03b.txt,1-C-02-03,空間図形－直線と平面の位置関係と垂直,直線と平面の位置関係と垂直,問題4,基礎レベル,84.2,1.684,0.0152,0.760,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-04b.txt,1-C-02-04,空間図形－2平面の位置関係,2平面の位置関係,問題1,基礎レベル,75.8,1.516,0.0140,0.700,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-04b.txt,1-C-02-04,空間図形－2平面の位置関係,2平面の位置関係,問題2,基礎レベル,78.8,1.576,0.0144,0.720,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-04b.txt,1-C-02-04,空間図形－2平面の位置関係,2平面の位置関係,問題3,基礎レベル,81.8,1.636,0.0148,0.740,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-04b.txt,1-C-02-04,空間図形－2平面の位置関係,2平面の位置関係,問題4,基礎レベル,84.8,1.696,0.0152,0.760,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-05b.txt,1-C-02-05,空間図形－2平面のなす角,2平面のなす角,問題1,基礎レベル,76.3,1.526,0.0140,0.700,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-05b.txt,1-C-02-05,空間図形－2平面のなす角,2平面のなす角,問題2,基礎レベル,79.3,1.586,0.0144,0.720,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-05b.txt,1-C-02-05,空間図形－2平面のなす角,2平面のなす角,問題3,基礎レベル,82.3,1.646,0.0148,0.740,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-08b.txt,1-C-02-08,空間図形－面が動いてできる立体,面が動いてできる立体,問題1,基礎レベル,76.9,1.538,0.0140,0.700,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-08b.txt,1-C-02-08,空間図形－面が動いてできる立体,面が動いてできる立体,問題2,基礎レベル,79.9,1.598,0.0144,0.720,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-08b.txt,1-C-02-08,空間図形－面が動いてできる立体,面が動いてできる立体,問題3,基礎レベル,82.9,1.658,0.0148,0.740,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-09b.txt,1-C-02-09,空間図形－立体の展開図,立体の展開図,問題1,基礎レベル,77.5,1.550,0.0140,0.700,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-09b.txt,1-C-02-09,空間図形－立体の展開図,立体の展開図,問題2,基礎レベル,80.5,1.610,0.0144,0.720,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-09b.txt,1-C-02-09,空間図形－立体の展開図,立体の展開図,問題3,基礎レベル,83.5,1.670,0.0148,0.740,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-10b.txt,1-C-02-10,空間図形－立体の投影図,立体の投影図,問題1,基礎レベル,78.0,1.560,0.0140,0.700,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-10b.txt,1-C-02-10,空間図形－立体の投影図,立体の投影図,問題2,基礎レベル,81.0,1.620,0.0144,0.720,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-10b.txt,1-C-02-10,空間図形－立体の投影図,立体の投影図,問題3,基礎レベル,84.0,1.680,0.0148,0.740,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-10b.txt,1-C-02-10,空間図形－立体の投影図,立体の投影図,問題4,基礎レベル,87.0,1.740,0.0152,0.760,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-11b.txt,1-C-02-11,空間図形－角柱や円柱の体積,角柱や円柱の体積,問題1,基礎レベル,78.6,1.572,0.0140,0.700,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-11b.txt,1-C-02-11,空間図形－角柱や円柱の体積,角柱や円柱の体積,問題2,基礎レベル,81.6,1.632,0.0144,0.720,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-12b.txt,1-C-02-12,空間図形－角錐や円錐の体積,角錐や円錐の体積,問題1,基礎レベル,79.2,1.584,0.0140,0.700,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
m-jh1-C-02-12b.txt,1-C-02-12,空間図形－角錐や円錐の体積,角錐や円錐の体積,問題2,基礎レベル,82.2,1.644,0.0144,0.720,18.0,0.360,図形の性質・空間把握,基本図形・作図・長さや角の理解,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：図から性質や公式を直接使う問題中心。標準：補助線、証明、複数の図形性質を組み合わせる問題を入れる。
